id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
in-bb0fda4ade3d8a01,indeed,https://www.indeed.com/viewjob?jk=bb0fda4ade3d8a01,http://www.indeed.com/job/mcp-and-agentic-ai-intern-bb0fda4ade3d8a01,MCP and Agentic AI - intern,Ariana.Digital,"Remote, US",2025-06-05,"temporary, parttime, contract, internship",direct_data,hourly,15.0,20.0,USD,True,,,,,"**About Ariana.Digital**  
Ariana.Digital is a team of entrepreneurial, energetic, and innovative digital professionals. We bring broad experience across industries and the digital ecosystem, helping organizations drive impact and sustainable growth. Our team thrives on diversity of backgrounds, skills, and experiences, and we value those who deliver tactical excellence along with a long\-term strategic vision for our clients.

**What We Offer:**  
Flexible working arrangements  
Resources and support for continuous growth

**Location:** Remote (in\-person work days in Newtown, PA; travel as required \- paid\-for/reimbursed)  
**Employment Type:** Internship (Summer/Fall 2025\)  
**Duration:** 10–12 weeks (with potential for extension)

**About our startup initiative \- MyndQ** 

Ariana Digital is a boutique digital consulting firm investing in the future of human\-machine interaction. We specialize in crafting transformative digital experiences across industries and are experimenting with the next generation of AI\-augmented human potential. To achieve this we are launching MyndQ \- an initiative where bold thinking, experimentation, and problem\-solving converge to create future\-ready solutions \- Human intelligence turbo\-charged by AI Agent.

**Role Overview**

We’re looking for 2/3 curious, technically adept, and boundary\-pushing **Agentic AI Intern** to startup MyndQ. This is a hands\-on innovation role, ideal for someone eager to explore the next frontier of AI—agentic systems, decision\-making models, and augmented cognition. You’ll work closely with the founder to prototype, experiment, and shape agent\-powered tools and platforms.

**Key Responsibilities**

* Explore and prototype applications of agentic AI systems in problem\-solving, workflow augmentation, and human\-AI collaboration.
* Contribute to experimental designs for novel AI behaviors, prompts, and autonomous agent coordination.
* Collaborate across disciplines to develop and validate proof\-of\-concept solutions in areas like adaptive learning, cognitive augmentation, and decision support.
* Leverage tools such as LLMs, RLHF, vector search, and autonomous agents in exploratory builds.
* Present findings, hypotheses, and experiment results with clarity and critical insight.
* Work through design sprints, ideation workshops, and user scenario testing to refine concept directions.
* Document learnings, edge cases, and future directions for internal knowledge and roadmap development.

**Ideal Background**

We welcome applications from students and early\-career talent with interdisciplinary interests. Strong candidates will demonstrate a blend of curiosity, experimentation mindset, and technical acumen.

**Preferred academic or project experience in one or more of:**

* Mathematics or Statistics
* Computer Science or Machine Learning
* Physiology, Behavioral Science, or Cognitive Psychology
* Robotics or Autonomous Systems
* Operations Research or Systems Engineering
* Design Thinking or Systems Design

**What You Bring**

* A natural problem solver with a strong sense of curiosity and experimentation.
* Technical exposure to AI/ML frameworks and developer tools (e.g., Python, LangChain, Hugging Face, OpenAI APIs, or similar).
* Comfort navigating ambiguity and formulating testable hypotheses.
* Strong written and verbal communication skills, especially in cross\-disciplinary settings.
* A passion for exploring the frontiers of human\-machine collaboration.

**Why Join Us**

* Work at the intersection of innovation, research, and real\-world application.
* Engage in a startup with a runway to shape the future of applied AI.
* Contribute to meaningful experiments with the potential to evolve into scalable products.
* Flexible, remote\-first environment with supportive mentorship and learning opportunities.

**How to Apply**

Send your resume and a short note telling us **why agentic AI excites you** and how you’d like to contribute to ideas at Ariana Digital. Bonus: include a link to a project, code repo, paper, or portfolio that showcases your experimentation spirit.

Job Types: Part\-time, Contract, Temporary, Internship

Pay: $15\.00 \- $20\.00 per hour

Expected hours: 20 – 30 per week

Benefits:

* Professional development assistance

Schedule:

* Day shift
* Monday to Friday

Education:

* Bachelor's (Required)

Experience:

* React and Python : 1 year (Required)

License/Certification:

* CCP Data Scientist (Preferred)

Work Location: Remote",,https://www.indeed.com/cmp/Ariana.digital,,,,,,,,,,,,
in-0da9458808f081af,indeed,https://www.indeed.com/viewjob?jk=0da9458808f081af,https://www.capitalonecareers.com/job/mclean/principal-data-scientist/1732/82186172208,Principal Data Scientist,Capital One,"McLean, VA, US",2025-06-05,"parttime, fulltime",,,,,,False,,,,"RecruitingAccommodation@capitalone.com, Careers@capitalone.com","**Category**


Data Science
**Experience**


Principal Associate
**Primary Address**


McLean, Virginia
  
Overview


Principal Data Scientist
Data is at the center of everything we do. As a startup, we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast\-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in the world of data\-driven decision\-making.  

  

As a Data Scientist at Capital One, you’ll be part of a team that’s leading the next wave of disruption at a whole new scale, using the latest in computing and machine learning technologies and operating across billions of customer records to unlock the big opportunities that help everyday people save money, time and agony in their financial lives.  

  

In this role, you will:  

  

Partner with a cross\-functional team of data scientists, software engineers, and product managers to deliver a product customers love  

  

Leverage a broad stack of technologies — Python, Conda, AWS, H2O, Spark, and more — to reveal the insights hidden within huge volumes of numeric and textual data  

  

Build machine learning models through all phases of development, from design through training, evaluation, validation, and implementation  

  

Flex your interpersonal skills to translate the complexity of your work into tangible business goals  

  

The Ideal Candidate is:  

  

Customer first. You love the process of analyzing and creating, but also share our passion to do the right thing. You know at the end of the day it’s about making the right decision for our customers.  

  

Innovative. You continually research and evaluate emerging technologies. You stay current on published state\-of\-the\-art methods, technologies, and applications and seek out opportunities to apply them.  

  

Creative. You thrive on bringing definition to big, undefined problems. You love asking questions and pushing hard to find answers. You’re not afraid to share a new idea.  

  

Technical. You’re comfortable with open\-source languages and are passionate about developing further. You have hands\-on experience developing data science solutions using open\-source tools and cloud computing platforms.  

  

Statistically\-minded. You’ve built models, validated them, and backtested them. You know how to interpret a confusion matrix or a ROC curve. You have experience with clustering, classification, sentiment analysis, time series, and deep learning.  

  

A data guru. “Big data” doesn’t faze you. You have the skills to retrieve, combine, and analyze data from a variety of sources and structures. You know understanding the data is often the key to great data science.  

  

Basic Qualifications:  

  

Bachelor’s Degree plus 5 years of experience in data analytics, or Master’s Degree plus 3 years in data analytics, or PhD  

  

At least 1 year of experience in open source programming languages for large scale data analysis  

  

At least 1 year of experience with machine learning  

  

At least 1 year of experience with relational databases  

  

Preferred Qualifications:  

  

Master’s Degree in “STEM” field (Science, Technology, Engineering, or Mathematics) plus 3 years of experience in data analytics, or PhD in “STEM” field (Science, Technology, Engineering, or Mathematics)  

  

At least 1 year of experience working with AWS  

  

At least 3 years’ experience in Python, Scala, or R  

  

At least 3 years’ experience with machine learning  

  

At least 3 years’ experience with SQL  

  

Capital One will consider sponsoring a new qualified applicant for employment authorization for this position.


The minimum and maximum full\-time annual salaries for this role are listed below, by location. Please note that this salary information is solely for candidates hired to perform work within one of these locations, and refers to the amount Capital One is willing to pay at the time of this posting. Salaries for part\-time roles will be prorated based upon the agreed upon number of hours to be regularly worked.


McLean, VA: $158,600 \- $181,000 for Princ Associate, Data Science  


Richmond, VA: $144,200 \- $164,600 for Princ Associate, Data Science  


New York, NY: $173,000 \- $197,400 for Princ Associate, Data Science  

Candidates hired to work in other locations will be subject to the pay range associated with that location, and the actual annualized salary amount offered to any candidate at the time of hire will be reflected solely in the candidate’s offer letter.


This role is also eligible to earn performance based incentive compensation, which may include cash bonus(es) and/or long term incentives (LTI). Incentives could be discretionary or non discretionary depending on the plan.
Capital One offers a comprehensive, competitive, and inclusive set of health, financial and other benefits that support your total well\-being. Learn more at theCapital One Careers website. Eligibility varies based on full or part\-time status, exempt or non\-exempt status, and management level.


This role is expected to accept applications for a minimum of 5 business days.
No agencies please. Capital One is an equal opportunity employer (EOE, including disability/vet) committed to non\-discrimination in compliance with applicable federal, state, and local laws. Capital One promotes a drug\-free workplace. Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries, including, to the extent applicable, Article 23\-A of the New York Correction Law; San Francisco, California Police Code Article 49, Sections 4901\-4920; New York City’s Fair Chance Act; Philadelphia’s Fair Criminal Records Screening Act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries.
If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact Capital One Recruiting at 1\-800\-304\-9102 or via email at RecruitingAccommodation@capitalone.com. All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.


For technical support or questions about Capital One's recruiting process, please send an email to Careers@capitalone.com


Capital One does not provide, endorse nor guarantee and is not liable for third\-party products, services, educational tools or other information available through this site.


Capital One Financial is made up of several different entities. Please note that any position posted in Canada is for Capital One Canada, any position posted in the United Kingdom is for Capital One Europe and any position posted in the Philippines is for Capital One Philippines Service Corp. (COPSSC).


  
**Step 1** Apply


It only takes a few minutes to complete our application and assessment.


**Step 2** Screen and Schedule


If your application is a good match you’ll hear from one of our recruiters to set up a screening interview.


**Step 3** Interview(s)


Now’s your chance to learn about the job, show us who you are, share why you would be a great addition to the team and determine if Capital One is the place for you.


**Step 4** Decision


The team will discuss — if it’s a good fit for us and you, we’ll make it official!",,https://www.indeed.com/cmp/Capital-One,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/231e72fed9b08e7f098ab59080cc2dd6,https://www.capitalonecareers.com,"Mc Lean, VA","10,000+",more than $10B (USD),"Help change banking for good while getting opportunities, support and benefits you need. ",,,,,,
in-52275b25bea8a340,indeed,https://www.indeed.com/viewjob?jk=52275b25bea8a340,https://www.capitalonecareers.com/job/mclean/senior-associate-data-scientist/1732/82186172240,Senior Associate Data Scientist,Capital One,"McLean, VA, US",2025-06-05,"parttime, fulltime",,,,,,False,,,,"RecruitingAccommodation@capitalone.com, Careers@capitalone.com","**Category**


Data Science
**Experience**


Sr. Associate
**Primary Address**


McLean, Virginia
  
Overview


Senior Associate Data Scientist
Data is at the center of everything we do. As a startup, we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast\-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in the world of data\-driven decision\-making.  

  

As a Data Scientist at Capital One, you’ll be part of a team that’s leading the next wave of disruption at a whole new scale, using the latest in computing and machine learning technologies and operating across billions of customer records to unlock the big opportunities that help everyday people save money, time and agony in their financial lives.  

  

In this role, you will:  

  

Partner with a cross\-functional team of data scientists, software engineers, and product managers to deliver a product customers love  

  

Leverage a broad stack of technologies — Python, Conda, AWS, H2O, Spark, and more — to reveal the insights hidden within huge volumes of numeric and textual data  

  

Build machine learning models through all phases of development, from design through training, evaluation, validation, and implementation  

  

Flex your interpersonal skills to translate the complexity of your work into tangible business goals  

  

The Ideal Candidate is:  

  

Innovative. You continually research and evaluate emerging technologies. You stay current on published state\-of\-the\-art methods, technologies, and applications and seek out opportunities to apply them.  

  

Creative. You thrive on bringing definition to big, undefined problems. You love asking questions and pushing hard to find answers. You’re not afraid to share a new idea.  

  

Technical. You’re comfortable with open\-source languages and are passionate about developing further. You have hands\-on experience developing data science solutions using open\-source tools and cloud computing platforms.  

  

Statistically\-minded. You’ve built models, validated them, and backtested them. You know how to interpret a confusion matrix or a ROC curve. You have experience with clustering, classification, sentiment analysis, time series, and deep learning.  

  

A data guru. “Big data” doesn’t faze you. You have the skills to retrieve, combine, and analyze data from a variety of sources and structures. You know understanding the data is often the key to great data science.  

  

Basic Qualifications:  

Bachelor’s Degree plus 2 years of experience in data analytics, or Master’s Degree, or PhD  

At least 1 year of experience in open source programming languages for large scale data analysis  

At least 1 year of experience with machine learning  

At least 1 year of experience with relational databases  

  

Preferred Qualifications:  

Master’s Degree in “STEM” field (Science, Technology, Engineering, or Mathematics), or PhD in “STEM” field (Science, Technology, Engineering, or Mathematics)  

Experience working with AWS  

At least 2 years’ experience in Python, Scala, or R  

At least 2 years’ experience with machine learning  

At least 2 years’ experience with SQL  

  

Capital One will consider sponsoring a new qualified applicant for employment authorization for this position.


The minimum and maximum full\-time annual salaries for this role are listed below, by location. Please note that this salary information is solely for candidates hired to perform work within one of these locations, and refers to the amount Capital One is willing to pay at the time of this posting. Salaries for part\-time roles will be prorated based upon the agreed upon number of hours to be regularly worked.


McLean, VA: $133,000 \- $151,800 for Sr Assoc, Data Science  


Richmond, VA: $120,900 \- $138,000 for Sr Assoc, Data Science  


New York, NY: $145,100 \- $165,600 for Sr Assoc, Data Science  

Candidates hired to work in other locations will be subject to the pay range associated with that location, and the actual annualized salary amount offered to any candidate at the time of hire will be reflected solely in the candidate’s offer letter.


This role is also eligible to earn performance based incentive compensation, which may include cash bonus(es) and/or long term incentives (LTI). Incentives could be discretionary or non discretionary depending on the plan.
Capital One offers a comprehensive, competitive, and inclusive set of health, financial and other benefits that support your total well\-being. Learn more at theCapital One Careers website. Eligibility varies based on full or part\-time status, exempt or non\-exempt status, and management level.


This role is expected to accept applications for a minimum of 5 business days.
No agencies please. Capital One is an equal opportunity employer (EOE, including disability/vet) committed to non\-discrimination in compliance with applicable federal, state, and local laws. Capital One promotes a drug\-free workplace. Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries, including, to the extent applicable, Article 23\-A of the New York Correction Law; San Francisco, California Police Code Article 49, Sections 4901\-4920; New York City’s Fair Chance Act; Philadelphia’s Fair Criminal Records Screening Act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries.
If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact Capital One Recruiting at 1\-800\-304\-9102 or via email at RecruitingAccommodation@capitalone.com. All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.


For technical support or questions about Capital One's recruiting process, please send an email to Careers@capitalone.com


Capital One does not provide, endorse nor guarantee and is not liable for third\-party products, services, educational tools or other information available through this site.


Capital One Financial is made up of several different entities. Please note that any position posted in Canada is for Capital One Canada, any position posted in the United Kingdom is for Capital One Europe and any position posted in the Philippines is for Capital One Philippines Service Corp. (COPSSC).


  
**Step 1** Apply


It only takes a few minutes to complete our application and assessment.


**Step 2** Screen and Schedule


If your application is a good match you’ll hear from one of our recruiters to set up a screening interview.


**Step 3** Interview(s)


Now’s your chance to learn about the job, show us who you are, share why you would be a great addition to the team and determine if Capital One is the place for you.


**Step 4** Decision


The team will discuss — if it’s a good fit for us and you, we’ll make it official!",,https://www.indeed.com/cmp/Capital-One,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/231e72fed9b08e7f098ab59080cc2dd6,https://www.capitalonecareers.com,"Mc Lean, VA","10,000+",more than $10B (USD),"Help change banking for good while getting opportunities, support and benefits you need. ",,,,,,
in-12d2365e2fba1331,indeed,https://www.indeed.com/viewjob?jk=12d2365e2fba1331,https://www.capitalonecareers.com/job/mclean/senior-manager-data-science/1732/82186172336,Senior Manager Data Science,Capital One,"McLean, VA, US",2025-06-05,"parttime, fulltime",,,,,,False,,,,"RecruitingAccommodation@capitalone.com, Careers@capitalone.com","**Category**


Data Science
**Experience**


Sr. Manager
**Primary Address**


McLean, Virginia
  
Overview


Senior Manager Data Science
Data is at the center of everything we do. As a startup, we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast\-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in the world of data\-driven decision\-making.  

  

As a Data Scientist at Capital One, you’ll be part of a team that’s leading the next wave of disruption at a whole new scale, using the latest in computing and machine learning technologies and operating across billions of customer records to unlock the big opportunities that help everyday people save money, time and agony in their financial lives.  

  

In this role, you will:  

  

Partner with a cross\-functional team of data scientists, software engineers, and product managers to deliver a product customers love  

  

Leverage a broad stack of technologies — Python, Conda, AWS, H2O, Spark, and more — to reveal the insights hidden within huge volumes of numeric and textual data  

  

Build machine learning models through all phases of development, from design through training, evaluation, validation, and implementation  

  

Flex your interpersonal skills to translate the complexity of your work into tangible business goals  

  

The Ideal Candidate is:  

  

Customer first. You love the process of analyzing and creating, but also share our passion to do the right thing. You know at the end of the day it’s about making the right decision for our customers.  

  

Innovative. You continually research and evaluate emerging technologies. You stay current on published state\-of\-the\-art methods, technologies, and applications and seek out opportunities to apply them.  

  

Creative. You thrive on bringing definition to big, undefined problems. You love asking questions and pushing hard to find answers. You’re not afraid to share a new idea.  

  

A leader. You challenge conventional thinking and work with stakeholders to identify and improve the status quo. You’re passionate about talent development for your own team and beyond.  

  

Technical. You’re comfortable with open\-source languages and are passionate about developing further. You have hands\-on experience developing data science solutions using open\-source tools and cloud computing platforms.  

  

Statistically\-minded. You’ve built models, validated them, and backtested them. You know how to interpret a confusion matrix or a ROC curve. You have experience with clustering, classification, sentiment analysis, time series, and deep learning.  

  

A data guru. “Big data” doesn’t faze you. You have the skills to retrieve, combine, and analyze data from a variety of sources and structures. You know understanding the data is often the key to great data science.  

  

Basic Qualifications:  

  

Bachelor’s Degree plus 7 years of experience in data analytics, or Master’s Degree plus 5 years of experience in data analytics, or PhD plus 2 years of experience in data analytics  

  

At least 3 years’ experience in open source programming languages for large scale data analysis  

  

At least 3 years’ experience with machine learning  

  

At least 3 years’ experience with relational databases  

  

Preferred Qualifications:  

  

PhD in “STEM” field (Science, Technology, Engineering, or Mathematics) plus 4 years of experience in data analytics  

  

At least 1 year of experience working with AWS  

  

At least 1 year of experience managing people  

  

At least 5 years’ experience in Python, Scala, or R for large scale data analysis  

  

At least 5 years’ experience with machine learning  

  

Capital One will consider sponsoring a new qualified applicant for employment authorization for this position.


The minimum and maximum full\-time annual salaries for this role are listed below, by location. Please note that this salary information is solely for candidates hired to perform work within one of these locations, and refers to the amount Capital One is willing to pay at the time of this posting. Salaries for part\-time roles will be prorated based upon the agreed upon number of hours to be regularly worked.


McLean, VA: $225,400 \- $257,200 for Sr Mgr, Data Science  


Richmond, VA: $204,900 \- $233,800 for Sr Mgr, Data Science  


New York, NY: $245,900 \- $280,600 for Sr Mgr, Data Science  

Candidates hired to work in other locations will be subject to the pay range associated with that location, and the actual annualized salary amount offered to any candidate at the time of hire will be reflected solely in the candidate’s offer letter.


This role is also eligible to earn performance based incentive compensation, which may include cash bonus(es) and/or long term incentives (LTI). Incentives could be discretionary or non discretionary depending on the plan.
Capital One offers a comprehensive, competitive, and inclusive set of health, financial and other benefits that support your total well\-being. Learn more at theCapital One Careers website. Eligibility varies based on full or part\-time status, exempt or non\-exempt status, and management level.


This role is expected to accept applications for a minimum of 5 business days.
No agencies please. Capital One is an equal opportunity employer (EOE, including disability/vet) committed to non\-discrimination in compliance with applicable federal, state, and local laws. Capital One promotes a drug\-free workplace. Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries, including, to the extent applicable, Article 23\-A of the New York Correction Law; San Francisco, California Police Code Article 49, Sections 4901\-4920; New York City’s Fair Chance Act; Philadelphia’s Fair Criminal Records Screening Act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries.
If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact Capital One Recruiting at 1\-800\-304\-9102 or via email at RecruitingAccommodation@capitalone.com. All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.


For technical support or questions about Capital One's recruiting process, please send an email to Careers@capitalone.com


Capital One does not provide, endorse nor guarantee and is not liable for third\-party products, services, educational tools or other information available through this site.


Capital One Financial is made up of several different entities. Please note that any position posted in Canada is for Capital One Canada, any position posted in the United Kingdom is for Capital One Europe and any position posted in the Philippines is for Capital One Philippines Service Corp. (COPSSC).


  
**Step 1** Apply


It only takes a few minutes to complete our application and assessment.


**Step 2** Screen and Schedule


If your application is a good match you’ll hear from one of our recruiters to set up a screening interview.


**Step 3** Interview(s)


Now’s your chance to learn about the job, show us who you are, share why you would be a great addition to the team and determine if Capital One is the place for you.


**Step 4** Decision


The team will discuss — if it’s a good fit for us and you, we’ll make it official!",,https://www.indeed.com/cmp/Capital-One,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/231e72fed9b08e7f098ab59080cc2dd6,https://www.capitalonecareers.com,"Mc Lean, VA","10,000+",more than $10B (USD),"Help change banking for good while getting opportunities, support and benefits you need. ",,,,,,
in-ed886fd48e901b13,indeed,https://www.indeed.com/viewjob?jk=ed886fd48e901b13,https://jobs.wichita.edu/jobs/3s-engineering-ai-development-student-assistant-wichita-kansas-united-states?source=indeed,3S Engineering - AI Development Student Assistant,Wichita State University,"Wichita, KS, US",2025-06-05,parttime,direct_data,hourly,14.0,18.0,USD,False,,,,,"**Department**  

Ennovar


**Campus Location**  

Wichita, KS \- Other Wichita Location


**Hire Type**  

Part Time


**Pay**  

$14 \- 18 per hour


**Work Schedule**  

Based on class schedule


**Export Compliance Requirement**  

This position requires access to EAR or ITAR controlled technologies. Applicants are required to be eligible for employment under U.S. export control laws and must meet the requirement of being a “U.S. Citizen”.


**Job Story**  

Ennovar is looking for a student assistant to lead the development of Artificial Intelligence (“AI”) tools and solutions across multiple functional areas.


**Job Summary**  

A student assistant will perform administrative and technical tasks as requested by a supervisor. Depending on the area the student assistant is employed in, they may assist and mentor other students or provide support throughout the campus in various forms.


**Job Duties**  

* Design, develop, and deploy AI tools tailored to the Company’s operational needs.
* Collaborate with internal teams to identify high\-impact AI use cases.
* Integrate AI models with existing Company and FAA data sources.
* Ensure all AI solutions comply with ITAR and CUI requirements.
* Document development processes and outcomes.
* Maintain confidentiality and proprietary rights of all developed products.

**Required Education**  

High school diploma or equivalent


**Job Requirements**  

* Have prior experience in AI/ML development (academic or professional).
* Possess strong programming skills in Python or similar languages.
* Familiar with data integration and model training using real\-world datasets.
* Possess problem\-solving and communication skills.
* Able to work collaboratively in a team environment.

**Physical Requirements**  

Ability to remain in a stationary position.
  

Ability to operate a computer and other office equipment, including but not limited to phones, printers, copiers, and calculators.
  

Ability to communicate with others and accurately exchange information.",Education And Schools,https://www.indeed.com/cmp/Wichita-State-University,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/7a8938401cd95814560fcb282252e5d0,https://jobs.wichita.edu/home,"1845 Fairmount St.
Wichita, Kansas  67260","1,001 to 5,000",$100M to $500M (USD),,,,,,,
li-4242401353,linkedin,https://www.linkedin.com/jobs/view/4242401353,,Reinforcement Learning Agents Developer( early career),Lockheed Martin,"Texas, United States",2025-06-02,,,,,,,False,,,,,,,https://www.linkedin.com/company/lockheed-martin,,,,,,,,,,,,
li-4242420210,linkedin,https://www.linkedin.com/jobs/view/4242420210,,Artificial Intelligence Engineer,Gusher,,,,,,,,,False,,,,,,,https://www.linkedin.com/company/gusher,,,,,,,,,,,,
li-4245738767,linkedin,https://www.linkedin.com/jobs/view/4245738767,,Research Scientist,Lensa,"Cambridge, MA",,,,,,,,False,,,,,,,https://www.linkedin.com/company/lensa,,,,,,,,,,,,
li-4242448214,linkedin,https://www.linkedin.com/jobs/view/4242448214,,"Senior, Data Scientist",Walmart,"Sunnyvale, CA",,,,,,,,False,,,,,,,https://www.linkedin.com/company/walmart,,,,,,,,,,,,
li-4240837317,linkedin,https://www.linkedin.com/jobs/view/4240837317,,"Sr. Data Scientist, Analytics",Quizlet,"San Francisco, CA",,,,,,,,False,,,,,,,https://www.linkedin.com/company/quizlet,,,,,,,,,,,,
li-4245034119,linkedin,https://www.linkedin.com/jobs/view/4245034119,,Python Developer,Luxoft,"Toronto, Ontario, Canada",2025-06-05,,,,,,,False,,,,,,,https://ch.linkedin.com/company/luxoft,,,,,,,,,,,,
li-4153442187,linkedin,https://www.linkedin.com/jobs/view/4153442187,,Data Scientist,Deloitte,"Toronto, Ontario, Canada",2025-06-04,,,,,,,False,,,,,,,https://www.linkedin.com/company/deloitte,,,,,,,,,,,,
li-4242696932,linkedin,https://www.linkedin.com/jobs/view/4242696932,,Data Science Manager,Omnicom Media Group,"Montreal, Quebec, Canada",,,,,,,,False,,,,,,,https://www.linkedin.com/company/omnicom-media-group_2,,,,,,,,,,,,
li-4242660355,linkedin,https://www.linkedin.com/jobs/view/4242660355,,Backend Engineer (Python ),Apexon,"Toronto, Ontario, Canada",,,,,,,,False,,,,,,,https://www.linkedin.com/company/apexon,,,,,,,,,,,,
li-4245747940,linkedin,https://www.linkedin.com/jobs/view/4245747940,,Data Scientist,RBC,"Toronto, Ontario, Canada",,,,,,,,False,,,,,,,https://ca.linkedin.com/company/rbc,,,,,,,,,,,,
li-4245586826,linkedin,https://www.linkedin.com/jobs/view/4245586826,,Freelance Data Analyst (Python) - AI Trainer,Mindrift,"Toronto, Ontario, Canada",,,,,,,,False,,,,,,,https://www.linkedin.com/company/mindrift-ai,,,,,,,,,,,,
li-4245506597,linkedin,https://www.linkedin.com/jobs/view/4245506597,,Freelance Software Developer (Python) - Quality Assurance (AI Trainer),Mindrift,"Toronto, Ontario, Canada",,,,,,,,False,,,,,,,https://www.linkedin.com/company/mindrift-ai,,,,,,,,,,,,
